accession	record_class	length_bp	n_ambiguous	strand_vs_reference	n_anchor_chains	ref_span_start	ref_span_end	genes_covered	n_guides_scored
X02138.1	subgenomic	12979	0	+	2	132608	145587		0
X03141.1	subgenomic	2609	0	-	1	102925	105533		0
X03181.1	subgenomic	8400	0	+	1	58263	66658	UL29|UL30	1577
X03764.1	subgenomic	1131	0	-	1	46673	47777		0
X03839.1	subgenomic	7800	0	+	1	22669	30466		0
X03896.1	subgenomic	3740	0	-	1	43621	47357		0
X04467.1	subgenomic	4590	0	-	1	36300	40888	UL19	959
X04495.1	subgenomic	4543	0	+	1	62469	66971	UL30	794
X04589.1	subgenomic	406	0	+	2	62379	62635		0
X04597.1	subgenomic	145	0	+	1	131931	132069		0
X04614.1	subgenomic	4320	0	+	1	1599	5915	RL2	713
X04771.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
X05880.1	subgenomic	150	0	+	0	-1	-1		0
X06461.1	subgenomic	6633	0	+	8	3	152210		0
X06488.1	subgenomic	501	0	+	0	-1	-1		0
X54361.1	subgenomic	1269	0	+	1	138348	139616		0
Y00453.1	subgenomic	3267	0	+	1	55747	59011	UL29	126
Z72337.1	subgenomic	1606	0	-	1	91068	92672		0
Z72338.1	subgenomic	1622	0	-	1	91063	92683		0
Z82036.1	subgenomic	1040	0	+	1	112175	113211	UL52	5
Z82037.1	subgenomic	1032	0	+	1	112175	113203	UL52	5
Z97070.1	subgenomic	774	0	+	0	-1	-1		0
HM585496.2	partial_genome	150666	1800	+	14	23	152206	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585497.2	partial_genome	150570	1600	+	17	1	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585498.2	partial_genome	150595	1600	+	21	23	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585499.2	partial_genome	150585	1800	+	17	23	152211	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585500.2	partial_genome	150580	1800	+	17	24	152211	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585501.2	partial_genome	150665	1600	+	15	1	151904	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585502.2	partial_genome	150717	1800	+	16	13	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585503.2	partial_genome	150695	1800	+	14	25	152211	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585504.2	partial_genome	150589	1600	+	16	25	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585505.2	partial_genome	150709	1700	+	14	24	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585506.2	partial_genome	150701	1800	+	14	25	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585507.2	partial_genome	149445	1800	+	15	24	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585508.2	partial_genome	151427	600	+	54	1	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585509.2	partial_genome	150850	800	+	30	426	151484	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585510.2	partial_genome	150663	1000	+	36	25	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585511.2	partial_genome	151077	600	+	39	24	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585512.2	partial_genome	149410	900	+	48	25	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585513.2	partial_genome	150817	1000	+	38	24	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585514.2	partial_genome	150701	1600	+	26	23	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
HM585515.2	partial_genome	150593	1700	+	16	25	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
JN400093.1	partial_genome	152104	2407	+	17	298	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4754
JN420337.1	partial_genome	151912	7290	+	15	27	151930	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4596
JN420338.1	partial_genome	151909	1756	+	14	27	152221	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4718
JN420339.1	partial_genome	151912	4838	+	17	27	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4666
JN420340.1	partial_genome	151921	3455	+	24	297	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4685
JN420341.1	partial_genome	151984	2857	+	16	27	151930	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4721
JN420342.2	partial_genome	152011	2279	+	26	26	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4702
JQ730035.1	partial_genome	151135	102	+	50	27	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
JX142173.1	partial_genome	152201	3570	+	25	27	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KM222720.1	partial_genome	151868	4595	+	19	349	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KM222721.1	partial_genome	150147	2156	+	37	1	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4731
KM222722.1	partial_genome	150970	1434	+	33	1	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KM222723.1	partial_genome	150585	630	+	32	1	152205	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KM222724.1	partial_genome	149692	322	+	44	29	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4758
KM222725.1	partial_genome	148997	3587	+	32	28	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4587
KM222726.1	partial_genome	152409	4	+	42	298	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KM222727.1	partial_genome	152262	904	+	41	348	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011274.1	partial_genome	152236	7	+	34	1	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011275.1	partial_genome	151677	4645	+	30	25	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011276.1	partial_genome	152311	602	+	30	1	152194	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011277.1	partial_genome	152216	2016	+	29	4	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011278.1	partial_genome	152171	77	+	36	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011279.1	partial_genome	152003	1777	+	25	23	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011280.1	partial_genome	152166	1440	+	26	4	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011281.1	partial_genome	152277	600	+	26	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011282.1	partial_genome	151930	3618	+	25	297	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4720
KR011283.1	partial_genome	152175	415	+	25	1	152194	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011284.1	partial_genome	152185	11	+	38	1	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011285.1	partial_genome	152196	0	+	34	24	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011286.1	partial_genome	151944	2608	+	26	24	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011287.1	partial_genome	151918	7196	+	23	297	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4581
KR011288.1	partial_genome	152075	4825	+	31	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4682
KR011289.1	partial_genome	152159	3024	+	22	4	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4716
KR011290.1	partial_genome	151973	3973	+	24	82	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4681
KR011291.1	partial_genome	152067	3660	+	30	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4747
KR011292.1	partial_genome	152187	2968	+	32	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4724
KR011293.1	partial_genome	151973	1617	+	30	1	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011294.1	partial_genome	151718	892	+	32	4	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4768
KR011295.1	partial_genome	152123	589	+	31	2	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011296.1	partial_genome	152226	801	+	26	1	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011297.1	partial_genome	152061	3829	+	16	4	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4744
KR011298.1	partial_genome	152239	808	+	21	23	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011299.1	partial_genome	152322	1910	+	32	2	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011300.1	partial_genome	152248	287	+	35	1	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011301.1	partial_genome	152332	2176	+	34	2	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011302.1	partial_genome	152219	2049	+	31	26	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4717
KR011303.1	partial_genome	152237	702	+	30	25	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011304.1	partial_genome	151883	4778	+	26	24	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4698
KR011305.1	partial_genome	152207	2486	+	28	3	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011306.1	partial_genome	152312	2053	+	29	4	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4721
KR011307.1	partial_genome	152147	135	+	34	1	152194	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4755
KR011308.1	partial_genome	152206	904	+	28	1	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR011309.1	partial_genome	152173	3598	+	23	3	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4745
KR011310.1	partial_genome	152078	3061	+	24	3	152194	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4762
KR011311.1	partial_genome	152271	2531	+	29	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4725
KR011312.1	partial_genome	152158	462	+	33	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR052507.1	partial_genome	152233	369	+	30	1	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KR052508.1	partial_genome	151912	5006	+	26	25	152166	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KT780616.1	partial_genome	151998	21510	+	3	27	151878	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4379
KU310657.1	partial_genome	150376	12602	+	45	989	150724	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4335
KU310658.1	partial_genome	149646	12593	+	46	884	151787	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4256
KU310659.1	partial_genome	157800	16785	+	55	1017	150430	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4324
KU310660.1	partial_genome	149842	13014	+	40	351	152206	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4346
KU310661.1	partial_genome	152992	17203	+	47	390	150794	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4023
KX265022.1	partial_genome	152243	1677	+	32	2	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265023.1	partial_genome	152238	2555	+	26	23	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4759
KX265024.1	partial_genome	152313	2503	+	28	2	152194	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265025.1	partial_genome	152258	646	+	34	25	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265026.1	partial_genome	152204	1395	+	30	2	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265027.1	partial_genome	152192	3606	+	37	23	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4724
KX265028.1	partial_genome	152223	722	+	39	1	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265029.1	partial_genome	152255	413	+	35	23	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265030.1	partial_genome	152000	3492	+	24	23	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4752
KX265031.1	partial_genome	152195	857	+	26	2	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265032.1	partial_genome	152237	3500	+	32	2	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4761
KX265033.1	partial_genome	152233	4662	+	22	2	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4743
KX265034.1	partial_genome	152100	3410	+	32	2	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4755
KX265035.1	partial_genome	152267	1332	+	40	25	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265036.1	partial_genome	152223	1243	+	37	23	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265037.1	partial_genome	152163	818	+	31	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265038.1	partial_genome	152167	2678	+	33	3	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4763
KX265039.1	partial_genome	152227	582	+	36	23	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265040.1	partial_genome	152233	1030	+	27	2	152194	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265041.1	partial_genome	152234	1460	+	31	3	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265042.1	partial_genome	152191	1451	+	28	2	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265043.1	partial_genome	152184	3230	+	24	1	152196	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4748
KX265044.1	partial_genome	152291	2686	+	34	2	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265045.1	partial_genome	152177	3033	+	25	1	152195	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX265046.1	partial_genome	152244	713	+	42	26	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
KX946970.1	partial_genome	151334	6633	+	16	350	152217	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG646679.1	partial_genome	149779	0	+	32	2	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708284.1	partial_genome	151596	775	+	36	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708285.1	partial_genome	152517	2834	+	38	298	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708286.1	partial_genome	153858	8	+	59	83	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708287.1	partial_genome	152589	5	+	36	298	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708288.1	partial_genome	152069	0	+	41	298	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708289.1	partial_genome	153536	401	+	38	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708290.1	partial_genome	151303	105	+	48	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708291.1	partial_genome	151437	4490	+	43	298	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG708292.1	partial_genome	151186	1080	+	48	83	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999838.1	partial_genome	152505	784	+	30	4	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999839.1	partial_genome	152277	3265	+	40	12	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999840.1	partial_genome	152172	16995	+	27	83	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4255
MG999841.1	partial_genome	152204	2499	+	36	28	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999842.1	partial_genome	151413	13284	+	2	391	151743	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4500
MG999843.1	partial_genome	151440	2794	+	37	352	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999844.1	partial_genome	151874	2622	+	39	350	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999845.1	partial_genome	149530	13615	+	3	1507	150990	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4658
MG999846.1	partial_genome	152019	3828	+	41	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4750
MG999847.1	partial_genome	151851	5473	+	32	343	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4750
MG999848.1	partial_genome	151890	5474	+	38	297	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4769
MG999849.1	partial_genome	152494	2860	+	40	297	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999850.1	partial_genome	151292	8209	+	11	635	151798	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4756
MG999851.1	partial_genome	152887	2169	+	33	30	152218	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999852.1	partial_genome	151547	1856	+	37	349	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999853.1	partial_genome	151997	2636	+	22	32	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999854.1	partial_genome	151378	5946	+	28	459	151802	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999855.1	partial_genome	151847	4512	+	31	93	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4744
MG999856.1	partial_genome	151468	14796	+	6	91	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4654
MG999857.1	partial_genome	151248	4443	+	20	297	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999858.1	partial_genome	151634	4007	+	27	2	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999859.1	partial_genome	151779	3286	+	37	3	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4769
MG999860.1	partial_genome	151224	10274	+	3	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4648
MG999861.1	partial_genome	159355	4344	+	52	27	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4726
MG999862.1	partial_genome	151979	3220	+	22	393	151777	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999863.1	partial_genome	151319	6906	+	19	390	151756	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4728
MG999864.1	partial_genome	151134	8049	+	19	413	151486	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4755
MG999865.1	partial_genome	152056	6937	+	23	2	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999866.1	partial_genome	152306	3328	+	37	29	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999867.1	partial_genome	152226	3296	+	40	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999868.1	partial_genome	151584	3376	+	36	86	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999869.1	partial_genome	152300	3846	+	36	1	152191	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999870.1	partial_genome	152330	2065	+	32	1	152187	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999871.1	partial_genome	152044	7639	+	32	2	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999872.1	partial_genome	151906	17742	+	8	23	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4480
MG999873.1	partial_genome	151621	12815	+	2	2	151877	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4499
MG999874.1	partial_genome	151456	15320	+	3	393	151784	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4489
MG999875.1	partial_genome	152027	2959	+	30	300	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999876.1	partial_genome	152084	5897	+	27	18	152204	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999877.1	partial_genome	151478	7230	+	24	297	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4769
MG999878.1	partial_genome	152399	6541	+	40	51	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4763
MG999879.1	partial_genome	152105	8253	+	12	297	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999880.1	partial_genome	152064	3949	+	33	298	152201	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999881.1	partial_genome	151941	6439	+	20	3	151930	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999882.1	partial_genome	151463	6550	+	17	298	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999883.1	partial_genome	152309	3063	+	39	297	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999884.1	partial_genome	152037	1824	+	29	348	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999885.1	partial_genome	151509	6711	+	19	418	151486	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4759
MG999886.1	partial_genome	151811	2681	+	39	388	151782	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999887.1	partial_genome	151853	2424	+	24	45	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999888.1	partial_genome	151306	4641	+	8	363	151485	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999889.1	partial_genome	152574	1092	+	43	84	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999890.1	partial_genome	150763	10637	+	12	305	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4743
MG999891.1	partial_genome	151648	5955	+	25	85	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999892.1	partial_genome	151982	4551	+	42	298	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999893.1	partial_genome	151926	4561	+	41	300	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999894.1	partial_genome	152314	2544	+	27	27	152217	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999895.1	partial_genome	151285	7977	+	14	428	151486	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4763
MG999896.1	partial_genome	152272	4608	+	42	298	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999897.1	partial_genome	152278	1917	+	34	4	152147	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MG999898.1	partial_genome	151583	10721	+	13	2	151941	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4769
MG999899.1	partial_genome	151398	11249	+	12	30	151921	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4728
MH160358.1	partial_genome	152344	6271	+	35	8	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MH160359.1	partial_genome	151445	7110	+	14	72	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4726
MH160360.1	partial_genome	152151	3590	+	25	26	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4745
MH160361.1	partial_genome	151911	9061	+	21	301	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4716
MH160362.1	partial_genome	152020	3594	+	41	2	152197	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4736
MH160363.1	partial_genome	151485	8286	+	11	349	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4733
MH160364.1	partial_genome	151933	6142	+	32	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4738
MH160365.1	partial_genome	152258	6402	+	20	8	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4730
MH160366.1	partial_genome	151640	10848	+	14	27	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4687
MH160367.1	partial_genome	150678	5410	+	28	395	150984	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4726
MH160368.1	partial_genome	152169	8023	+	26	2	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4688
MH160369.1	partial_genome	152365	4214	+	27	5	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4733
MH160370.1	partial_genome	151342	7284	+	17	390	151715	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4710
MH160371.1	partial_genome	150918	6799	+	18	29	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4721
MH160372.1	partial_genome	151714	5570	+	16	3	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4754
MH160373.1	partial_genome	151263	6172	+	32	466	151484	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4734
MH160374.1	partial_genome	151103	7978	+	18	407	151484	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4748
MH160375.1	partial_genome	151472	6098	+	28	352	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4717
MH160376.1	partial_genome	151660	4189	+	25	347	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4746
MH160377.1	partial_genome	151222	6862	+	17	352	152207	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4731
MH160378.1	partial_genome	151387	10626	+	18	425	151789	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4714
MH160379.1	partial_genome	152038	4756	+	25	307	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4737
MH160380.1	partial_genome	152106	5382	+	28	299	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4728
MH160381.1	partial_genome	152088	3460	+	26	3	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4755
MH160382.1	partial_genome	151710	6230	+	30	354	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4738
MH160383.1	partial_genome	151411	5000	+	18	390	151796	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4749
MH160384.1	partial_genome	151907	4263	+	18	3	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4757
MH160385.1	partial_genome	152270	3848	+	19	354	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4754
MH160386.1	partial_genome	151895	2045	+	33	2	152149	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4751
MH160387.1	partial_genome	151766	12847	+	15	27	152208	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4672
MH160388.1	partial_genome	152076	6350	+	38	38	151921	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4753
MH160389.1	partial_genome	151592	5123	+	25	46	152149	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4760
MH160390.1	partial_genome	151970	4903	+	25	35	152150	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4749
MH160391.1	partial_genome	152090	4350	+	30	2	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4732
MH813981.1	partial_genome	151365	15991	+	5	351	152210	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4707
MH813982.1	partial_genome	151364	2300	+	15	403	151487	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MH813983.1	partial_genome	149512	14437	+	2	1504	150991	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4685
MH813984.1	partial_genome	151344	3868	+	14	407	151486	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4763
MH813985.1	partial_genome	151061	5551	+	12	407	151486	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4748
MH813986.1	partial_genome	152280	3460	+	21	27	152209	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4765
MH813987.1	partial_genome	151075	2601	+	18	403	151481	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4777
MH813988.1	partial_genome	151195	5420	+	11	407	151485	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4763
MH813989.1	partial_genome	150937	8609	+	12	485	151486	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4738
